Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Shankar Dada MBBS,2004,174 min,7.4,"1,564",Comedy            ,telugu
Phool Aur Angaar,1993,146 min,5.5,125,"Action, Drama            ",hindi
Rangeen Gudhooli,2008,145 min,-,-,Drama            ,bengali
Night,2000,-,-,-,Romance            ,hindi
Malli Malli Idhi Rani Roju,2015,161 min,7.5,952,"Musical, Romance            ",telugu
Wangar,1977,117 min,-,-,"Crime, Mystery            ",punjabi
Ram Bhakti,1958,-,-,-,Drama            ,hindi
Ishq,2017,-,-,-,"Action, Romance            ",bengali
Wanted Bayko No. 1,2015,140 min,6,7,Comedy            ,marathi
Chasing,2021,114 min,7.6,18,"Action, Crime            ",tamil
 Churails,2020– ,-,8.6,49,"Drama, Mystery, Thriller            ",urdu
Chor Chor,1992,-,-,-,Drama            ,marathi
Thanga Manasukkaaaran,1992,128 min,-,-,-,tamil
Voice of the Voiceless,2020,-,-,-,"Short, Musical            ",malayalam
Mohabbat Ki Jeet,1943,-,-,-,-,hindi
Karthik,2011,-,-,-,Action            ,kannada
Aasma,2018,105 min,4.6,7,"Action, Crime, Drama            ",hindi
Tyaag Patra,1978,-,-,-,Drama            ,hindi
Mero Hajur,2002,-,7,5,-,nepali
Sahasam Cheyara Dimbhaka,1988,-,6.6,13,"Comedy, Crime            ",telugu
Sangeen,2021,-,-,-,Thriller            ,hindi
Amma,1939,-,-,-,-,telugu
Saata Janmachi Sobti,1959,-,-,-,Drama            ,marathi
Yamapuri,2020,-,-,-,Drama            ,telugu
Kalamadan,,-,-,-,"Short, Thriller            ",malayalam
Dil Ki Pyas,1993,-,-,-,Romance            ,hindi
Namma Preethi Shashwatha,2008,-,-,-,Drama            ,kannada
Bachke Rehna Re Baba,2005,130 min,2.6,200,"Comedy, Drama, Romance            ",hindi
Pagalpanti,2018,124 min,4,19,"Comedy, Drama            ",gujarati
Dukhada Khame Dikri,1981,-,-,-,-,gujarati
Cobra,I 2012,91 min,2.6,320,"Comedy, Family            ",malayalam
Sedina Hakki,1985,136 min,-,-,-,kannada
Lap of Actress,2004 TV Movie,39 min,-,-,Drama            ,urdu
Uchchi Veyil,1990,105 min,4.8,5,-,tamil
Nachom-ia Kumpasar,2015,156 min,8.4,90,"Drama, Musical, Romance            ",kashmiri
Bettada Hoovu,1985,-,7.7,116,"Comedy, Drama, Family            ",kannada
Ekti Raat,1956,138 min,7.3,49,Drama            ,bengali
Kehta Hai Yeh Dil,2020,116 min,3.3,10,"Comedy, Drama            ",hindi
Ikko Mikke,2020,133 min,8.9,89,"Comedy, Drama, Family            ",punjabi
Dui Jibon,1987,-,7.1,15,Romance            ,bengali
Nashibvaan,2019,128 min,7.4,45,Drama            ,marathi
Bharla Ha Malavat Raktan,1993,-,-,-,Drama            ,marathi
Adutha Chodyam,2019,112 min,8.9,410,Drama            ,malayalam
Crazy Star,2014,139 min,-,-,Drama            ,kannada
Abala,1989,-,-,-,Drama            ,hindi
Matsya Gandha,1934,-,-,-,-,hindi
Mera Naseeb,1989,150 min,4.7,6,Drama            ,hindi
Paanchajanyam,1982,100 min,-,-,-,malayalam
Hangor Nodi Grenade,1997,113 min,8.5,380,"Drama, War            ",bengali
Madhu Vidhurathri,1985,-,-,-,Musical            ,malayalam
Nolok,2019,-,6.3,178,"Action, Comedy, Drama            ",bengali
Show Time,2016,-,-,-,Thriller            ,telugu
Zindagi Kitni Haseen Hay,2016,-,6,454,"Adventure, Romance            ",urdu
Football,,-,-,-,Drama            ,hindi
Natho Vasthava,2006,139 min,-,-,Romance            ,telugu
Mere Raja,1941,-,-,-,Action            ,hindi
Revati,2005,145 min,5.2,33,Drama            ,hindi
Ara Pavan,1961,158 min,-,-,-,malayalam
 Madam Secretary,2014–2019,43 min,7.8,283,Drama            ,nepali
Anokha Daaj,1981,142 min,-,-,"Action, Drama, Family            ",punjabi
Darindgi,1991,-,-,-,-,urdu
Teri Aarzoo,1986,-,-,-,Romance            ,hindi
Baydardi,2018– ,-,8.6,65,Drama            ,oriya
Killadi Mappillai,1994,-,-,-,Comedy            ,tamil
Socha Tha Pyaar Na Karenge,2017 TV Movie,80 min,6.9,18,"Comedy, Drama            ",oriya
Apanjan,1968,135 min,8.5,45,Drama            ,bengali
Khofnak Mahal,1998,-,2.7,10,Horror            ,hindi
Mulaquat,1993,-,-,-,Drama            ,hindi
Main Mulayam Singh Yadav,2021,120 min,3.4,102,Biography            ,hindi
Bengali Beauty,2018,105 min,6.8,151,"Comedy, Drama, Music            ",bengali
Munniravu Neram,1975,-,-,-,-,tamil
Kundan,2004,-,-,-,Action            ,hindi
Kaliyoonjal,1997,153 min,6.2,134,Drama            ,malayalam
Naaku Manasundhe,2018,-,-,-,-,hindi
Jerryy,2014,116 min,5.7,68,Romance            ,nepali
Dhaam Dhoom,2008,150 min,4.6,457,"Action, Drama, Thriller            ",tamil
Operation Duryodhana 2,2013,-,-,-,Thriller            ,telugu
Subhash Chandra,1966,-,-,-,Drama            ,hindi
Kala Sach: The Black Truth,2014,120 min,-,-,Drama            ,hindi
Kobbari Bondam,1991,149 min,6.3,51,Comedy            ,telugu
Drachenfutter,1987,75 min,7.1,76,Drama            ,sanskrit
Veettukku Veedu Vasapadi,1970,127 min,-,-,Romance            ,tamil
Neeru Thandavaru,2018,109 min,-,-,Drama            ,kannada
Midnight Song,2021,90 min,8.6,19,"Drama, Thriller            ",assamese
Ice Orathi,2021,101 min,6.1,28,Drama            ,malayalam
Paras,1971,147 min,6.2,27,"Drama, Family            ",hindi
Alo Moti,1969,-,-,-,"Fantasy, Musical            ",bengali
Prem Pratigyaa,1989,156 min,5.9,226,"Drama, Romance            ",hindi
Nadodi Mannan,1958,220 min,7.8,86,"Action, Adventure            ",tamil
Rajadurgada Rahasya,1967,-,8.1,11,-,kannada
Parichay,1954,-,-,-,-,hindi
Nyaya Chakra,1989,-,-,-,Drama            ,bengali
Ashi Hi Sataryachi Tarah,1974,-,-,-,-,marathi
Ishq Nachaya,2016– ,40 min,7.3,9,Drama            ,urdu
Maharaja Talkies,2011,122 min,4.3,19,Drama            ,malayalam
Echo,IV 2015,7 min,-,-,"Short, Family            ",malayalam
Aakhari Decision,2010,-,5.9,68,"Action, Drama, Thriller            ",punjabi
Sandalwood Guru,2010,-,-,-,Drama            ,kannada
Gurgaon,2016,107 min,6.5,"1,821","Crime, Thriller            ",hindi
Warning,1997,-,-,-,Action            ,telugu
Life of Josutty,2015,166 min,6.1,760,Drama            ,malayalam
 Humsafar,2011–2012,39 min,7.6,31,"Drama, Romance            ",urdu
Shriman Shrimati Lekin Abhi Shadi Nahi Hui,2000,-,-,-,Comedy            ,hindi
Ullasam,,-,-,-,"Comedy, Romance            ",malayalam
Mughalsarai Junction,2020,-,-,-,Biography            ,hindi
Kalam Maari Pochu,1956,-,-,-,Drama            ,tamil
Tube Light,,123 min,-,-,Drama            ,kannada
Kimiagar,1936,-,-,-,-,hindi
Rickshawali,1990,-,-,-,-,hindi
Sampangi,2001,150 min,6.8,20,Romance            ,telugu
Snehithan,2002,118 min,4.5,35,"Comedy, Romance            ",malayalam
Beti No. 1,2000,-,3.8,237,"Comedy, Drama, Family            ",hindi
Mr. White Mr. Black,2008,130 min,3.3,193,"Action, Comedy, Crime            ",hindi
Aaviri,2019,-,4.4,80,"Drama, Thriller            ",telugu
Frozen,2007,110 min,7.1,191,Drama            ,hindi
Messi,2017,130 min,5.9,8,Sport            ,bengali
Bedari,1957,-,7.4,8,"Action, History, War            ",oriya
Jannat E Milan,2018,135 min,2.8,8,Musical            ,hindi
Superman,1960,-,4.6,17,"Action, Adventure            ",hindi
Kranti,2006,-,6.8,211,Action            ,bengali
Sirivantha,2006,160 min,-,-,Drama            ,kannada
Yagna,2009,-,-,-,Drama            ,kannada
Enduko Emo,2018,134 min,5.4,5,Drama            ,telugu
Minnaminuginum Minnukettu,1995,-,6,60,"Comedy, Drama, Fantasy            ",malayalam
Reliance World Cup Cricket 1987,1987– ,-,5.8,17,Sport            ,urdu
Raktabeez,2018,127 min,5.2,5,"Action, Drama            ",assamese
Chatrapathi,2013,-,-,-,Drama            ,kannada
Insaf Kahan Hain,1958,-,-,-,Drama            ,hindi
Zubeidaa,2001,153 min,6.2,"1,474","Biography, Drama, History            ",urdu
Shadi Se Pahale,1947,-,-,-,-,hindi
Shadow,III 2019,8 min,-,-,"Short, Drama, Mystery            ",urdu
Babu Badshah,2000,-,-,-,Action            ,hindi
Manmatha,2007,-,-,-,Drama            ,kannada
Vriksham (The Tree),2019,72 min,-,-,"Drama, Family            ",kannada
Sathyajothi,1986,-,-,-,-,kannada
Do Sholay,1977,145 min,3.3,6,Action            ,hindi
Uphaar,1971,122 min,7.2,71,Family            ,hindi
Siruthai,2011,160 min,5.9,"1,184",Action            ,tamil
Maru Dhar Mharo Ghar,2014,-,-,-,Romance            ,rajastani
Lalbaug Parel: Zali Mumbai Sonyachi,2010,146 min,7.3,291,Action            ,marathi
Kama Sastra,2001,-,-,-,Thriller            ,hindi
Sri Sathyanarayana,2016,90 min,-,-,Drama            ,kannada
Gharcha Bhedi,1984,-,-,-,-,marathi
Philips and the Monkey Pen,2013,140 min,7.3,"1,179","Comedy, Drama, Family            ",malayalam
Tajurba,1981,140 min,5.7,12,"Action, Adventure            ",hindi
Inquilab,1956,-,-,-,-,hindi
MoGill,,-,-,-,Biography            ,hindi
Billi: The Wild Cat,2006,-,-,-,Crime            ,hindi
Solla Matten,2013,119 min,-,-,Drama            ,tamil
Mulgi Lagnachi,2007,-,-,-,Drama            ,marathi
Antak,2019,6 min,10,7,Short            ,nepali
One-Man Show,2001,139 min,6.2,217,"Comedy, Drama            ",malayalam
Grace Villa,2016,-,6.8,20,"Short, Thriller            ",malayalam
Premasathi Vattel Te,1987,142 min,5.4,14,Comedy            ,marathi
Enter the Girl Dragon,,-,-,-,Drama            ,telugu
Vachan,1955,118 min,5.5,17,Drama            ,hindi
Gajapade,2016,142 min,-,-,Action            ,kannada
Dakather Hatey Bulu,1963,88 min,-,-,Drama            ,bengali
Sikandar Ki Lalkar,1993,-,-,-,Action            ,hindi
Thakshasila,1995,-,4.9,37,"Action, Crime, Drama            ",malayalam
Bharya,1994,114 min,5.8,17,Drama            ,malayalam
Hum Hain Khalnayak,1996,-,-,-,Action            ,hindi
Jakamma,1972,140 min,-,-,Drama            ,tamil
Pyppin Chuvattile Pranayam,2017,134 min,5.5,267,"Comedy, Drama, Romance            ",malayalam
 Bard of Blood,2019– ,-,7.6,188,"Action, Adventure, Drama            ",urdu
Rahasya Rathri,1980,-,-,-,Horror            ,kannada
Sooraj Pe Dastak,1995,-,-,-,Drama            ,hindi
Lottery,2009,-,3,17,"Crime, Drama, Mystery            ",hindi
Chiranjeev,2016,137 min,7.8,6,Mystery            ,marathi
Ittymaani: Made in China,2019,158 min,4.6,"1,109","Comedy, Drama            ",malayalam
Khooni Hawas,1991,-,-,-,Horror            ,hindi
13 Tribute of Love,2020,66 min,-,-,Drama            ,hindi
Aakrant,1988,-,-,-,Drama            ,hindi
Zamana,1985,154 min,6.3,43,"Action, Crime, Drama            ",hindi
Bharosa,1981,-,6,5,"Adventure, Mystery            ",hindi
Neelakanta,2006,153 min,-,-,Drama            ,kannada
Itihasam,1981,-,-,-,-,malayalam
Butterfly Chase,2006,-,-,-,Drama            ,hindi
Boxer,1995,-,5.1,20,-,malayalam
Rasikachya Lagnat,2009,-,-,-,Drama            ,marathi
Kaccha Limboo,2011,141 min,6.4,88,"Comedy, Family            ",hindi
Daiva Sankalpa,1956,-,-,-,-,kannada
Ankh Ka Nasha,1956,-,-,-,Drama            ,hindi
Billu Sher,1981,-,-,-,-,punjabi
Jawani Ke Gunah,1989,120 min,5.1,7,Drama            ,hindi
Eghantham,2018,125 min,9.1,648,Drama            ,tamil
Upside Down,II 2012,81 min,6.8,47,Drama            ,marathi
Bas Yun Hi,2003,-,5.6,52,"Comedy, Musical, Romance            ",hindi
Kaale Badal,1951,-,-,-,Drama            ,hindi
Jaan Tu Hain Ke Nahin,2017,110 min,-,-,"Comedy, Horror, Mystery            ",hindi
Mera Naam Hai Mohabbat,1975,134 min,-,-,"Drama, Romance            ",urdu
Kamal,1949,-,-,-,Romance            ,hindi
Jungle Mein Hungama,1994,-,-,-,Thriller            ,hindi
Lalon,2004,120 min,8.2,510,"Musical, Drama            ",bengali
Chambal Ke Kasam,1999,-,-,-,Action            ,hindi
 Churails,2020– ,-,8.5,46,"Drama, Mystery, Thriller            ",oriya
Tara Sundari,1934,-,-,-,Drama            ,hindi
Minoo,1977,-,-,-,Drama            ,hindi
Apoorva Sahodarulu,1986,129 min,6,13,-,telugu
Shri Valli,1961,-,-,-,-,tamil
Ithu Manushiano?,1973,-,-,-,-,malayalam
Chandamama Raave,2018,-,-,-,-,telugu
Abhi to Raat Hain,2005,-,-,-,Thriller            ,hindi
Mounam,2020,142 min,7.3,65,Family            ,kannada
Andaz Pyaar Ka,1986,-,-,-,"Drama, Romance            ",hindi
Satya 2,2013,142 min,5.9,930,"Action, Crime, Drama            ",telugu
Challenge,1984,152 min,7.8,428,Drama            ,telugu
Vishnu Vijayam,1974,-,8.2,11,Drama            ,telugu
Tarka,1954,-,-,-,-,marathi
Shershaah,2021,-,-,-,"Action, History            ",hindi
Pothanur Thabal Nilayam,2020,-,-,-,"Crime, Drama            ",tamil
Vishapuram,2018,-,-,-,-,hindi
Valobasha Emoni Hoy,2017,139 min,5.3,23,"Comedy, Romance            ",bengali
Ek Kunwara Teen Kunwari,2002,-,-,-,Comedy            ,hindi
Veer Ghatotkach,1970,-,6.8,9,Adventure            ,hindi
Incessant,2016,-,-,-,"Short, Musical, Thriller            ",malayalam
E Mon Tomake Chai,2019,125 min,-,-,Drama            ,bengali
Padikkatha Panayar,1985,-,6.8,6,-,tamil
alochinchandi,1988,-,-,-,Drama            ,telugu
Muqaddar Ka Badshaah,1990,-,3.5,21,Action            ,hindi
All Rounder,1984,128 min,4.8,31,"Action, Drama            ",hindi
Settai Dhanam,2012,119 min,-,-,Drama            ,tamil
Vilayada Vaa,2012,132 min,-,-,Drama            ,tamil
Mirga Trishna,2012,-,4.4,7,Drama            ,nepali
Zebunissa,1999– ,-,-,-,Drama            ,urdu
Maut Ki Dahshat,2004,-,-,-,Horror            ,hindi
Yevado Okadu,2021,-,-,-,Action            ,telugu
Kishor Rahasya - The Mystery Man,2020,-,-,-,Thriller            ,bengali
Shree Guruvayoorappan,1964,-,-,-,-,malayalam
A Tongue Untied: The Story of Dakhani,2017,84 min,-,-,Documentary            ,urdu
Shaakuntalam,2022,-,-,-,"Fantasy, Romance            ",telugu
Zaildaar,1995,171 min,-,-,Action            ,punjabi
Lalbagh,2021,-,-,-,Thriller            ,malayalam
Bombay 405 Miles,1980,164 min,6.9,82,"Comedy, Action            ",hindi
Naam,1986,177 min,7.5,973,"Crime, Drama, Thriller            ",hindi
A: Film by Upendra,1998,150 min,8.7,"1,765",Drama            ,kannada
My Wish,2016,-,-,-,"Short, Fantasy            ",malayalam
Shrameya: The Laborious,2008,-,-,-,Drama            ,hindi
Haso Haso Ai Duniyawallaon,1942,-,-,-,-,hindi
Dhund Lenge Manzil Hum,2014,-,-,-,Drama            ,hindi
Mera Farz Mera Karz,1992,-,-,-,Action            ,hindi
Dharti Saadi Maa,1976,-,-,-,Drama            ,punjabi
Surrender,II 1987,133 min,5.8,5,"Action, Crime, Drama            ",bengali
Sanam Teri Kasam,2016,154 min,7.4,"10,223","Drama, Musical, Romance            ",hindi
 Coke Studio,2008– ,-,-,-,Music            ,urdu
Ashi Hi Aashiqui,2019,133 min,6.3,25,Romance            ,marathi
Jada,2019,132 min,5.5,127,"Drama, Sport            ",tamil
Soothradharan,2001,-,5.3,139,Drama            ,malayalam
Ambuli,2012,139 min,5.3,223,"Action, Drama, Sci-Fi            ",tamil
Uththaman,1976,-,-,-,Drama            ,tamil
Gori Khol Darwaza,2000,-,-,-,Action            ,hindi
Lavangi,1946,-,-,-,-,tamil
Shakti Leelai,1972,163 min,-,-,Fantasy            ,hindi
Santan Jakhan Satru,1999,162 min,5.9,7,"Action, Drama, Romance            ",bengali
Zaakol,1980,-,7.9,13,Thriller            ,marathi
Pyar Tera Mera,1988,152 min,-,-,Romance            ,punjabi
Aadmi Aur Apsara,1991,142 min,6.5,57,Fantasy            ,hindi
Garnata,1971,-,-,-,-,urdu
Apanidalu Adavallakena,1984,-,-,-,-,telugu
Vanna Vanna Pookkal,1991,-,6.2,28,-,tamil
Aansuon Ki Duniya,1936,-,-,-,-,hindi
Thelivu,2019,109 min,5.1,63,"Crime, Drama, Family            ",malayalam
Road to Sangam,2009,135 min,7.4,752,"Drama, Thriller            ",oriya
All the Best,2012,-,5.5,129,Drama            ,telugu
Alta Banu,2018,130 min,6.5,14,Drama            ,bengali
Sandra Beds Sandeep,2018,121 min,-,-,"Comedy, Drama, Romance            ",hindi
Pudhusu Kanna Pudhusu,2008,110 min,-,-,Drama            ,tamil
Mersal,2017,172 min,7.6,"26,196","Action, Thriller            ",tamil
Jeet Kiski,1952,-,-,-,-,hindi
Ektuku Chhoan Lage,1965,-,-,-,Comedy            ,bengali
The Racer,2017,-,-,-,Action            ,hindi
Jilebi,2015,116 min,5.3,261,"Comedy, Family            ",malayalam
Baghi Haseena,1988,-,-,-,Drama            ,urdu
Veer Ghatotkach,1949,-,4.9,8,"Action, Adventure, Drama            ",hindi
Pyaar Karle,2019,116 min,-,-,Drama            ,hindi
Valentine Days,2003,-,2.4,22,Romance            ,hindi
Gunda Number One,2000,-,6.8,8,Action            ,bengali
Sher Dil Aurat,1935,-,-,-,-,hindi
Khoon Bhari Maang,1988,172 min,6.6,"1,013","Drama, Thriller, Action            ",hindi
Pyasi Maina,2003,-,-,-,Thriller            ,hindi
Amor,1988,-,-,-,Drama            ,bengali
Angane Thanne Nethave Anjettennam Pinnale,2016,125 min,3.6,30,Comedy            ,malayalam
Kadhal Mattum Vena,2019,94 min,-,-,Thriller            ,tamil
Gila,2016–2017,19 min,-,-,Reality-TV            ,urdu
Subha Ka Tara,1974,-,-,-,-,urdu
Dirty Boss,2016,127 min,-,-,"Comedy, Romance            ",hindi
Kath Putli,1957,152 min,6.9,28,"Drama, Family            ",hindi
Unish Kurir Golpo,2011,-,-,-,Mystery            ,bengali
Uthaman,1976,-,5.2,6,Musical            ,malayalam
Aadharstambh,2002,155 min,-,-,Drama            ,marathi
Swarabhishekam,2004,158 min,6.5,42,Music            ,kannada
Love 24x7,2015,136 min,5.5,263,Romance            ,malayalam
Trip,2021,121 min,4,226,"Horror, Sci-Fi, Thriller            ",tamil
Yaar Mastanay,1974,-,-,-,"Crime, Drama, Family            ",punjabi
Tum Aur Main,1946,-,-,-,-,hindi
Gangs of Bihar,,-,-,-,Crime            ,hindi
Nalla Vishesham,2019,102 min,8.3,7,Drama            ,malayalam
Anuradha,1967,121 min,-,-,Musical            ,kannada
Nadodi,1992,-,5.4,118,"Action, Drama, Thriller            ",malayalam
Ranchandi,1935,-,-,-,-,hindi
Medium Spicy,2020,-,-,-,Drama            ,marathi
Ekchakra,2019,-,-,-,Thriller            ,bengali
Jeene Nahin Dungi,1985,-,1.9,17,-,urdu
Ham Sab Chor Hain,1956,117 min,6.4,28,Comedy            ,hindi
Soora Samhaaram,1988,134 min,6.5,103,"Action, Thriller            ",tamil
 Bigg Boss,2018– ,102 min,-,-,"Game-Show, Reality-TV            ",malayalam
"Road, Movie",2009,95 min,6.8,"1,652","Adventure, Comedy, Crime            ",hindi
Zindaggi Rocks,2006,-,4,237,"Drama, Romance            ",hindi
Gariber Meye,1960,-,-,-,Drama            ,bengali
Man Jaiye,1972,-,-,-,"Drama, Family            ",hindi
Sindbad,1975,-,-,-,-,urdu
Khilona,II 1996,-,-,-,-,urdu
Doli Saja Ke Rakhna,1998,170 min,6.4,492,"Drama, Romance            ",hindi
Himalayan Refugee,2017 TV Movie,28 min,-,-,Documentary            ,urdu
The Deceivers,1988,102 min,6.2,933,"Adventure, Crime, Drama            ",rajastani
Cuckoo,I 2014,155 min,7.8,649,"Drama, Romance            ",tamil
Na Maloom Afraad 2,2017,118 min,6.9,"1,125","Action, Comedy, Crime            ",oriya
Ruqqa,1993,-,-,-,"Musical, Romance            ",punjabi
Mantra Shakti,2002,103 min,-,-,Horror            ,hindi
Ding Dong Bell,2012,135 min,-,-,Drama            ,telugu
Rocket Tarzan,1963,-,-,-,"Action, Sci-Fi            ",hindi
Chamatkar,1992,171 min,6.6,"5,774","Comedy, Drama, Fantasy            ",hindi
Great Dance,,-,-,-,"Family, Music, Romance            ",tamil
Kroadh,1990,144 min,5.1,181,"Action, Crime, Drama            ",hindi
Memories in March,2010,104 min,7.2,428,Drama            ,bengali
Happy Birthday,II 2021,39 min,7.8,5,"Short, Comedy            ",malayalam
Darling,I 2021,-,-,-,Comedy            ,marathi
 Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
Ulagam Sutrum Valiban,1973,184 min,6.4,127,"Action, Adventure, Comedy            ",tamil
Julie 2,2017,159 min,2.3,304,"Drama, Romance, Thriller            ",hindi
Hifazat,1973,137 min,-,-,"Drama, Mystery, Romance            ",hindi
Aapathbandhava,1987,-,-,-,-,kannada
Kuppathu Raja,2019,127 min,4.9,120,"Comedy, Drama            ",tamil
Baba Keno Chakor,1997,156 min,8,97,"Drama, Family            ",bengali
